resultado,produto_escalar,zip,100000000,88.7,765
resultado,ordenar,sort,50000000,3943.0,574
resultado,ordenar,sort_unstable,50000000,1873.8,383
resultado,mapa_insercao,hashmap_novo,10000000,1566.6,486
resultado,mapa_insercao,hashmap_capacidade,10000000,1230.5,350
resultado,mapa_insercao,btreemap,10000000,7471.7,355
resultado,clone_em_laco,clone,10000000,162.7,138
resultado,clone_em_laco,emprestimo,10000000,26.1,139
resultado,io_escrita,sem_buffer,2000000,1651.7,2
resultado,io_escrita,buf_writer,2000000,6.9,2
resultado,io_escrita,write_all,2000000,3.3,4
resultado,io_leitura,sem_buffer,2000000,1043.7,4
resultado,io_leitura,buf_reader,2000000,6.9,4
resultado,collect_intermediario,collect,100000000,386.2,1146
resultado,collect_intermediario,fundido,100000000,54.2,383
resultado,vec_inicializacao,macro_vec,500000000,123.6,2
resultado,vec_inicializacao,push,500000000,815.5,479
resultado,vec_inicializacao,resize,500000000,236.9,479
resultado,mapa_entry,duas_buscas,10000000,1215.7,282
resultado,mapa_entry,entry,10000000,1203.8,282
info,encolher,capacidade_antes_mb,1024
info,encolher,capacidade_depois_mb,762
info,encolher,rss_antes_mb,765
info,encolher,rss_depois_mb,765
resultado,encolher,unico,100000000,0.0,765
resultado,soma_matmul,dev,100000000,4178.2,385
resultado,soma_matmul,release,100000000,80.0,385
